,loan_amount,status,activity_name,sector_name,country,lender_term,num_lenders_total,num_journal_entries,repayment_interval,female_count,male_count,shortage_fund,posted_raised_hours,mpi,population_in_mpi,Education,Health,Living standards,population_in_severe_mpi,borrower_count,class
17389,125.0,funded,Goods Distribution,Wholesale,Indonesia,14.0,4,2,monthly,1,0,0.0,371.0,0.024,5.9,24.7,35.1,40.2,1.1,1,2
7644,250.0,funded,Food Production/Sales,Food,Philippines,8.0,7,1,irregular,1,0,0.0,376.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
130,425.0,funded,Cattle,Agriculture,Tajikistan,8.0,14,1,monthly,1,0,0.0,204.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
15910,375.0,funded,Motorcycle Transport,Transportation,Peru,14.0,15,1,monthly,1,0,0.0,271.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
3773,150.0,funded,Quarrying,Construction,Uganda,9.0,5,6,irregular,1,0,0.0,28.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
3294,550.0,funded,Clothing Sales,Clothing,Nigeria,10.0,13,1,monthly,1,0,0.0,188.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
10930,500.0,funded,Manufacturing,Manufacturing,Philippines,8.0,7,1,irregular,1,0,0.0,74.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1260,125.0,funded,Crafts,Arts,Peru,5.0,5,1,irregular,1,0,0.0,39.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
8185,325.0,funded,Food Production/Sales,Food,Philippines,14.0,9,1,irregular,1,0,0.0,797.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13393,200.0,funded,Retail,Retail,Haiti,8.0,2,1,monthly,1,0,0.0,226.0,0.242,50.2,24.8,23.4,51.8,20.1,1,1
1686,350.0,funded,Embroidery,Arts,Pakistan,12.0,13,2,irregular,1,0,0.0,104.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
4513,600.0,funded,Carpentry,Construction,Uganda,6.0,18,1,irregular,3,8,0.0,367.0,0.359,70.3,18.0,30.2,51.9,33.3,11,1
1532,500.0,funded,Weaving,Arts,Cambodia,20.0,17,1,monthly,1,0,0.0,2.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
4957,650.0,funded,Higher education costs,Education,Tajikistan,17.0,22,1,monthly,0,1,0.0,320.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
15677,375.0,funded,Taxi,Transportation,Peru,14.0,5,2,monthly,1,0,0.0,699.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
10858,650.0,funded,Manufacturing,Manufacturing,Tajikistan,14.0,22,1,monthly,1,0,0.0,57.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
3401,175.0,funded,Clothing Sales,Clothing,Philippines,8.0,5,1,irregular,1,0,0.0,149.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7217,600.0,funded,Food Production/Sales,Food,Kenya,14.0,8,1,monthly,1,0,0.0,941.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
17661,250.0,funded,Goods Distribution,Wholesale,Cambodia,14.0,10,1,monthly,1,0,0.0,119.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
4308,200.0,funded,Construction,Construction,Philippines,14.0,5,1,irregular,0,1,0.0,88.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4361,575.0,funded,Cement,Construction,Sierra Leone,12.0,16,2,monthly,0,2,0.0,294.0,0.411,77.5,25.7,28.5,45.9,43.9,2,1
1500,575.0,funded,Crafts,Arts,Tajikistan,8.0,16,1,monthly,1,0,0.0,180.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
7846,250.0,funded,Cafe,Food,Kenya,14.0,8,1,irregular,1,0,0.0,43.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
10322,600.0,funded,Personal Housing Expenses,Housing,Uganda,13.0,22,1,monthly,0,1,0.0,829.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
14315,225.0,funded,Sewing,Services,Pakistan,14.0,9,2,monthly,1,0,0.0,202.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11432,550.0,funded,Blacksmith,Manufacturing,Ecuador,8.0,22,2,irregular,1,0,0.0,129.0,0.015,3.7,23.6,42.4,34.0,0.5,1,0
3971,875.0,funded,Construction Supplies,Construction,Rwanda,10.0,31,4,monthly,1,0,0.0,42.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
12491,125.0,funded,Home Appliances,Personal Use,Cambodia,9.0,5,1,irregular,2,1,0.0,147.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
6432,875.0,funded,Entertainment,Entertainment,Mexico,13.0,35,1,monthly,0,1,0.0,296.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
12740,100.0,funded,Personal Expenses,Personal Use,Nigeria,14.0,4,2,bullet,0,1,0.0,100.0,0.279,50.9,29.8,29.8,40.4,30.0,1,3
12103,225.0,funded,Personal Expenses,Personal Use,Nigeria,14.0,9,2,bullet,0,1,0.0,707.0,0.279,50.9,29.8,29.8,40.4,30.0,1,3
14323,700.0,funded,Sewing,Services,Colombia,27.0,18,1,monthly,1,0,0.0,803.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
9584,425.0,funded,Personal Housing Expenses,Housing,Nicaragua,13.0,4,1,monthly,1,0,0.0,276.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
17062,500.0,funded,Wholesale,Wholesale,Cambodia,14.0,16,1,monthly,1,0,0.0,177.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
4925,300.0,funded,Higher education costs,Education,Colombia,6.0,12,1,monthly,0,1,0.0,171.0,0.032,7.6,34.3,24.7,41.0,1.8,1,2
8922,650.0,funded,Natural Medicines,Health,Philippines,8.0,18,4,irregular,1,0,0.0,185.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
5189,300.0,funded,Higher education costs,Education,Nicaragua,9.0,8,1,irregular,0,1,0.0,192.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,2
15169,225.0,funded,Tailoring,Services,Philippines,8.0,1,1,irregular,1,0,0.0,91.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2031,250.0,funded,Weaving,Arts,Cambodia,18.0,10,3,monthly,1,0,0.0,68.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
1498,475.0,funded,Arts,Arts,Pakistan,14.0,14,1,monthly,1,0,0.0,273.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
13408,325.0,funded,Charcoal Sales,Retail,Philippines,8.0,8,1,irregular,1,0,0.0,244.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15589,500.0,funded,Motorcycle Transport,Transportation,Cambodia,14.0,10,3,monthly,1,0,0.0,26.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
15572,175.0,funded,Transportation,Transportation,Philippines,8.0,5,2,irregular,1,0,0.0,0.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4917,425.0,funded,Higher education costs,Education,Jordan,15.0,17,4,monthly,0,1,0.0,153.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
17155,525.0,funded,Goods Distribution,Wholesale,Rwanda,10.0,16,1,monthly,1,0,0.0,35.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
11642,825.0,funded,Furniture Making,Manufacturing,Nicaragua,15.0,29,1,monthly,0,1,0.0,22.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
6370,650.0,funded,Games,Entertainment,Tajikistan,14.0,21,3,monthly,0,1,0.0,272.0,0.031,7.9,13.4,52.6,34.0,1.2,1,0
15956,125.0,funded,Motorcycle Transport,Transportation,Philippines,7.0,4,2,irregular,0,1,0.0,37.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14654,425.0,funded,Beauty Salon,Services,Kenya,11.0,14,1,monthly,1,0,0.0,108.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
11692,125.0,funded,Manufacturing,Manufacturing,Philippines,6.0,5,2,irregular,1,0,0.0,16.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16040,175.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,7,1,irregular,0,1,0.0,214.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13455,400.0,funded,General Store,Retail,Philippines,8.0,6,1,irregular,0,1,0.0,131.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7501,350.0,funded,Food Production/Sales,Food,Mali,7.0,9,4,monthly,4,0,0.0,249.0,0.456,78.4,37.9,22.4,39.7,55.9,4,1
12259,525.0,funded,Home Energy,Personal Use,Cambodia,25.0,20,1,monthly,1,0,0.0,210.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
12854,225.0,funded,Home Appliances,Personal Use,Cambodia,8.0,8,1,monthly,2,3,0.0,184.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
1778,400.0,funded,Embroidery,Arts,Pakistan,14.0,16,2,monthly,1,0,0.0,169.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
5721,475.0,funded,Higher education costs,Education,Philippines,8.0,18,1,irregular,1,0,0.0,120.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
1065,350.0,funded,Pigs,Agriculture,Philippines,11.0,10,2,irregular,1,0,0.0,681.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17477,200.0,funded,Wholesale,Wholesale,Peru,8.0,8,1,monthly,1,0,0.0,565.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
15072,950.0,funded,Sewing,Services,Tajikistan,14.0,33,1,monthly,1,0,0.0,129.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
278,900.0,funded,Agriculture,Agriculture,Peru,14.0,30,1,monthly,0,1,0.0,766.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
8644,475.0,funded,Personal Medical Expenses,Health,Nicaragua,14.0,19,1,monthly,0,1,0.0,218.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,2
17427,300.0,funded,Wholesale,Wholesale,Philippines,8.0,7,1,irregular,1,0,0.0,185.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11078,625.0,funded,Furniture Making,Manufacturing,Pakistan,14.0,24,2,monthly,1,0,0.0,244.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
3111,600.0,funded,Clothing Sales,Clothing,Senegal,8.0,18,1,bullet,1,0,0.0,394.0,0.278,51.9,43.6,23.1,33.4,30.8,1,1
8809,350.0,funded,Natural Medicines,Health,Nigeria,10.0,14,1,monthly,1,0,0.0,18.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
12917,125.0,funded,Home Appliances,Personal Use,Cambodia,8.0,4,1,monthly,3,0,0.0,55.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
15066,100.0,funded,Waste Management,Services,Ghana,7.0,4,1,irregular,1,0,0.0,194.0,0.147,32.4,27.2,31.5,41.2,11.1,1,1
7820,500.0,funded,Food Market,Food,Senegal,8.0,17,1,bullet,1,0,0.0,26.0,0.278,51.9,43.6,23.1,33.4,30.8,1,1
12080,175.0,funded,Home Appliances,Personal Use,Cambodia,8.0,7,1,monthly,4,0,0.0,108.0,0.15,33.8,30.8,26.4,42.8,11.4,4,3
13603,525.0,funded,Retail,Retail,Mozambique,14.0,21,1,monthly,1,0,0.0,63.0,0.39,70.2,30.4,22.3,47.3,44.1,1,1
5192,750.0,funded,Higher education costs,Education,Tajikistan,20.0,26,1,monthly,0,1,0.0,247.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
6030,450.0,funded,Games,Entertainment,Kenya,8.0,17,1,monthly,0,1,0.0,38.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
6462,300.0,funded,Entertainment,Entertainment,Philippines,12.0,12,3,irregular,1,0,0.0,55.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9010,200.0,funded,Health,Health,Philippines,7.0,6,2,irregular,0,1,0.0,34.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
2560,250.0,funded,Clothing Sales,Clothing,Mexico,8.0,4,1,monthly,1,0,0.0,141.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
6107,325.0,funded,Games,Entertainment,Kenya,14.0,11,1,monthly,0,1,0.0,122.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
16517,275.0,funded,Motorcycle Transport,Transportation,Kenya,8.0,11,1,monthly,0,1,0.0,106.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
15855,400.0,funded,Rickshaw,Transportation,Pakistan,12.0,13,2,irregular,1,0,0.0,753.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
3889,150.0,funded,Carpentry,Construction,Kenya,14.0,5,1,monthly,1,0,0.0,197.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
13258,650.0,funded,Retail,Retail,Honduras,8.0,17,2,monthly,3,0,0.0,547.0,0.098,20.7,36.6,23.1,40.3,7.2,3,0
897,350.0,funded,Farming,Agriculture,Nigeria,19.0,11,1,bullet,0,1,0.0,816.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
10382,225.0,funded,Personal Housing Expenses,Housing,Philippines,14.0,9,1,irregular,1,0,0.0,65.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
10831,550.0,funded,Manufacturing,Manufacturing,Philippines,12.0,18,2,irregular,3,0,0.0,15.0,0.033,6.3,35.3,30.2,34.5,4.2,3,0
4601,575.0,funded,Construction Supplies,Construction,Kenya,8.0,15,1,irregular,1,0,0.0,162.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
16876,250.0,funded,Wholesale,Wholesale,Kenya,8.0,10,4,irregular,0,1,0.0,83.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
16172,300.0,funded,Rickshaw,Transportation,Peru,10.0,12,1,monthly,0,1,0.0,64.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
13206,250.0,funded,Fuel/Firewood,Retail,Philippines,8.0,8,1,irregular,1,0,0.0,116.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
824,475.0,funded,Animal Sales,Agriculture,Tajikistan,14.0,19,1,monthly,0,1,0.0,38.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
6172,350.0,funded,Games,Entertainment,Colombia,14.0,5,1,bullet,1,0,0.0,172.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
5162,625.0,funded,Higher education costs,Education,Armenia,18.0,9,3,monthly,0,1,0.0,137.0,0.002,0.6,3.4,87.8,8.7,0.1,1,2
9907,175.0,funded,Property,Housing,Mexico,8.0,7,1,monthly,0,1,0.0,341.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
4728,825.0,funded,Timber Sales,Construction,Mali,14.0,31,4,irregular,0,1,0.0,281.0,0.456,78.4,37.9,22.4,39.7,55.9,1,1
611,250.0,funded,Farming,Agriculture,Philippines,8.0,5,1,irregular,1,0,0.0,133.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13737,825.0,funded,Retail,Retail,Colombia,21.0,15,1,monthly,1,0,0.0,908.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
6163,150.0,funded,Musical Performance,Entertainment,Peru,7.0,6,1,irregular,0,1,0.0,57.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
17074,325.0,funded,Goods Distribution,Wholesale,Pakistan,14.0,13,2,monthly,1,0,0.0,123.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
1790,525.0,funded,Embroidery,Arts,Pakistan,14.0,19,2,monthly,1,0,0.0,43.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
1682,150.0,funded,Crafts,Arts,Philippines,10.0,6,2,irregular,1,0,0.0,52.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
100,125.0,funded,Poultry,Agriculture,Kenya,14.0,5,1,monthly,1,0,0.0,134.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
11351,950.0,funded,Machine Shop,Manufacturing,Sierra Leone,10.0,34,1,monthly,0,1,0.0,358.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
7570,300.0,funded,Fish Selling,Food,Philippines,11.0,9,1,irregular,1,0,0.0,89.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17300,825.0,funded,Goods Distribution,Wholesale,Pakistan,11.0,29,1,irregular,1,0,0.0,294.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
15448,300.0,funded,Motorcycle Transport,Transportation,Peru,6.0,1,1,irregular,0,1,0.0,18.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
6909,425.0,funded,Games,Entertainment,Mexico,15.0,13,1,monthly,0,1,0.0,10.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
12914,50.0,funded,Home Energy,Personal Use,Kenya,8.0,2,2,monthly,1,0,0.0,122.0,0.166,36.0,12.3,32.2,55.5,10.7,1,3
5707,450.0,funded,Higher education costs,Education,India,20.0,11,1,monthly,1,0,0.0,103.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
536,350.0,funded,Farming,Agriculture,Philippines,9.0,6,2,irregular,1,0,0.0,171.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13322,300.0,funded,General Store,Retail,Philippines,12.0,7,2,irregular,1,0,0.0,19.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5195,850.0,funded,Education provider,Education,Armenia,20.0,34,1,monthly,1,0,0.0,141.0,0.002,0.6,3.4,87.8,8.7,0.1,1,2
9403,600.0,funded,Personal Housing Expenses,Housing,Ecuador,10.0,21,1,monthly,1,0,0.0,153.0,0.015,3.7,23.6,42.4,34.0,0.5,1,0
267,350.0,funded,Agriculture,Agriculture,Colombia,12.0,11,1,bullet,0,1,0.0,125.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
15819,925.0,funded,Transportation,Transportation,Mexico,8.0,15,1,monthly,0,1,0.0,364.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
3003,800.0,funded,Clothing Sales,Clothing,Georgia,20.0,28,1,monthly,1,0,0.0,293.0,0.008,2.2,7.4,67.4,25.2,0.1,1,2
3173,175.0,funded,Clothing Sales,Clothing,Colombia,15.0,4,1,bullet,1,0,0.0,520.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
17200,900.0,funded,Wholesale,Wholesale,Peru,6.0,33,9,irregular,1,0,0.0,50.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
8462,525.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,13,1,monthly,1,0,0.0,60.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
6671,350.0,funded,Games,Entertainment,Ecuador,8.0,11,4,irregular,1,0,0.0,373.0,0.015,3.7,23.6,42.4,34.0,0.5,1,0
4444,450.0,funded,Timber Sales,Construction,Kenya,14.0,15,1,monthly,0,1,0.0,397.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
440,225.0,funded,Agriculture,Agriculture,Philippines,8.0,7,2,irregular,1,0,0.0,15.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17625,225.0,funded,Goods Distribution,Wholesale,Uganda,6.0,7,2,irregular,0,1,0.0,38.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
1644,375.0,funded,Crafts,Arts,Peru,8.0,14,4,monthly,1,0,0.0,75.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
15494,625.0,funded,Motorcycle Transport,Transportation,Philippines,7.0,23,1,irregular,0,1,0.0,279.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3603,550.0,funded,Carpentry,Construction,Peru,8.0,21,2,monthly,1,0,0.0,255.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
13121,750.0,funded,General Store,Retail,Philippines,8.0,30,2,irregular,1,0,0.0,760.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
699,400.0,funded,Farming,Agriculture,Philippines,14.0,12,1,irregular,1,0,0.0,81.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
539,425.0,funded,Farming,Agriculture,Philippines,7.0,3,1,irregular,1,0,0.0,17.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11471,125.0,funded,Manufacturing,Manufacturing,Philippines,6.0,5,1,irregular,1,0,0.0,13.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7918,350.0,funded,Fruits & Vegetables,Food,Colombia,13.0,14,1,monthly,1,0,0.0,98.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
10470,750.0,funded,Personal Housing Expenses,Housing,Mozambique,20.0,14,1,monthly,0,1,0.0,77.0,0.39,70.2,30.4,22.3,47.3,44.1,1,1
10249,275.0,funded,Personal Housing Expenses,Housing,Nicaragua,13.0,8,3,monthly,1,0,0.0,10.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
12717,100.0,funded,Personal Expenses,Personal Use,Nigeria,14.0,3,2,bullet,0,1,0.0,131.0,0.279,50.9,29.8,29.8,40.4,30.0,1,3
6183,175.0,funded,Entertainment,Entertainment,Philippines,11.0,7,1,irregular,1,0,0.0,100.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1082,250.0,funded,Livestock,Agriculture,Kenya,14.0,10,3,monthly,0,1,0.0,378.0,0.166,36.0,12.3,32.2,55.5,10.7,1,2
9256,200.0,funded,Dental,Health,Peru,6.0,7,2,irregular,1,0,0.0,476.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
5046,725.0,funded,Higher education costs,Education,Nicaragua,38.0,23,1,monthly,0,1,0.0,385.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,2
9616,600.0,funded,Personal Housing Expenses,Housing,Senegal,14.0,23,1,monthly,1,0,0.0,83.0,0.278,51.9,43.6,23.1,33.4,30.8,1,0
14560,550.0,funded,Sewing,Services,Colombia,15.0,19,1,monthly,1,0,0.0,137.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
9672,750.0,funded,Personal Housing Expenses,Housing,Mexico,15.0,18,1,monthly,0,1,0.0,70.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
16942,450.0,funded,Goods Distribution,Wholesale,Kenya,14.0,18,1,monthly,0,1,0.0,202.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
2242,650.0,funded,Weaving,Arts,Thailand,12.0,26,4,bullet,1,0,0.0,14.0,0.004,1.0,19.4,51.3,29.4,0.1,1,0
2978,325.0,funded,Clothing Sales,Clothing,India,14.0,1,1,monthly,1,0,0.0,93.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
235,825.0,funded,Farming,Agriculture,Kenya,11.0,23,2,bullet,6,4,0.0,768.0,0.166,36.0,12.3,32.2,55.5,10.7,10,3
7955,375.0,funded,Grocery Store,Food,Ghana,9.0,11,1,irregular,1,0,0.0,11.0,0.147,32.4,27.2,31.5,41.2,11.1,1,0
9179,250.0,funded,Health,Health,Kenya,5.0,17,1,irregular,1,0,0.0,387.0,0.166,36.0,12.3,32.2,55.5,10.7,1,2
17126,350.0,funded,Goods Distribution,Wholesale,Pakistan,14.0,11,1,monthly,1,0,0.0,299.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11625,950.0,funded,Metal Shop,Manufacturing,Kenya,14.0,31,1,monthly,0,1,0.0,265.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
2380,375.0,funded,Weaving,Arts,Kenya,14.0,15,1,irregular,1,0,0.0,15.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
4271,375.0,funded,Bricks,Construction,Peru,9.0,11,1,irregular,1,0,0.0,325.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
16105,275.0,funded,Motorcycle Transport,Transportation,Kenya,8.0,10,3,irregular,0,1,0.0,73.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
9813,375.0,funded,Personal Housing Expenses,Housing,Mongolia,26.0,14,2,monthly,0,1,0.0,108.0,0.047,11.1,18.1,27.7,54.2,2.3,1,0
9239,175.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,5,1,monthly,1,0,0.0,22.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
11778,275.0,funded,Metal Shop,Manufacturing,Pakistan,12.0,4,2,irregular,1,0,0.0,69.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
5298,225.0,funded,Higher education costs,Education,Tajikistan,14.0,8,1,monthly,1,0,0.0,159.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
12329,100.0,funded,Home Appliances,Personal Use,Cambodia,8.0,4,1,monthly,2,0,0.0,229.0,0.15,33.8,30.8,26.4,42.8,11.4,2,3
13505,875.0,funded,Retail,Retail,Ecuador,7.0,7,1,irregular,1,0,0.0,252.0,0.015,3.7,23.6,42.4,34.0,0.5,1,0
3610,700.0,funded,Construction,Construction,Cambodia,20.0,28,1,monthly,1,0,0.0,264.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
10505,300.0,funded,Personal Housing Expenses,Housing,India,20.0,12,1,monthly,1,0,0.0,66.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
7832,275.0,funded,Grocery Store,Food,Madagascar,8.0,11,1,irregular,0,1,0.0,364.0,0.42,77.0,31.6,24.5,43.9,48.0,1,1
6219,250.0,funded,Games,Entertainment,Philippines,10.0,9,1,irregular,1,0,0.0,124.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16574,125.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,4,1,irregular,1,0,0.0,126.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4964,425.0,funded,Higher education costs,Education,Colombia,32.0,17,1,irregular,1,0,0.0,72.0,0.032,7.6,34.3,24.7,41.0,1.8,1,2
2646,400.0,funded,Clothing Sales,Clothing,Nigeria,10.0,16,1,monthly,1,0,0.0,115.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
122,350.0,funded,Farming,Agriculture,Cambodia,13.0,14,2,monthly,2,0,0.0,80.0,0.15,33.8,30.8,26.4,42.8,11.4,2,1
12146,450.0,funded,Home Energy,Personal Use,Cambodia,26.0,15,1,monthly,1,0,0.0,96.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
1325,700.0,funded,Weaving,Arts,Cambodia,22.0,8,2,monthly,1,0,0.0,8.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
11748,300.0,funded,Furniture Making,Manufacturing,Peru,15.0,5,2,monthly,0,1,0.0,39.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
4472,800.0,funded,Construction,Construction,Peru,6.0,10,2,irregular,5,0,0.0,150.0,0.043,10.4,19.4,29.8,50.8,2.1,5,0
14735,225.0,funded,Tailoring,Services,Philippines,8.0,8,1,irregular,1,0,0.0,4.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12521,100.0,funded,Home Appliances,Personal Use,Cambodia,8.0,4,1,monthly,2,0,0.0,136.0,0.15,33.8,30.8,26.4,42.8,11.4,2,3
968,275.0,funded,Farming,Agriculture,Tajikistan,12.0,8,2,monthly,0,1,0.0,194.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
14643,775.0,funded,Beauty Salon,Services,Benin,14.0,31,2,monthly,1,0,0.0,170.0,0.343,64.2,33.1,24.8,42.1,37.7,1,1
10,700.0,funded,Livestock,Agriculture,Senegal,9.0,22,1,irregular,1,0,0.0,71.0,0.278,51.9,43.6,23.1,33.4,30.8,1,1
6525,225.0,funded,Entertainment,Entertainment,Philippines,8.0,9,2,irregular,1,0,0.0,26.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7613,175.0,funded,Food Production/Sales,Food,Philippines,8.0,6,1,irregular,1,0,0.0,229.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13320,250.0,funded,Retail,Retail,Kenya,13.0,9,1,monthly,1,0,0.0,420.0,0.166,36.0,12.3,32.2,55.5,10.7,1,0
